Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-02,81898684416,2144079
IWF,2026-09-02,121217597440,4737434
IWN,2026-09-02,14290253824,565060
EFA,2026-09-02,77978091520,11585747
SCZ,2026-09-02,13203007488,1396201
EEM,2026-09-02,29159098368,24695209
TIP,2026-09-02,14603292672,1840793
SHY,2026-09-02,25080700928,3597276
TLT,2026-09-02,41543831552,27838769
LQD,2026-09-02,33045540864,28607555
HYG,2026-09-02,17113127936,32018857
EMB,2026-09-02,14607219712,5647247
BIZD,2026-09-02,1567428480,3181520
BKLN,2026-09-02,6743276032,7620874
USO,2026-09-02,1989134080,5981341
DBA,2026-09-02,1208748160,1137419
GLD,2026-09-02,130322653184,8942922
