Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-30,75561271296,2384632
IWF,2026-06-30,132278181888,5971354
IWN,2026-06-30,13999538176,792106
EFA,2026-06-30,77424812032,15256225
SCZ,2026-06-30,14869699584,1461556
EEM,2026-06-30,30325661696,30660525
TIP,2026-06-30,15087474688,2022611
SHY,2026-06-30,25434476544,3694764
TLT,2026-06-30,42895949824,24713461
LQD,2026-06-30,29782712320,28803779
HYG,2026-06-30,16106322944,39166654
BWX,2026-06-30,1480568064,541309
EMB,2026-06-30,14162584576,6849208
BIZD,2026-06-30,1570142976,3527798
BKLN,2026-06-30,7154355712,10197172
USO,2026-06-30,1705716992,14448638
DBA,2026-06-30,1365882880,1586138
GLD,2026-06-30,150367518720,7419816
