Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-01,75561271296,2313550
IWF,2026-07-01,132278181888,5636211
IWN,2026-07-01,13999538176,794980
EFA,2026-07-01,77424812032,14692798
SCZ,2026-07-01,14869699584,1444755
EEM,2026-07-01,30325661696,29596118
TIP,2026-07-01,15087474688,1978786
SHY,2026-07-01,25434476544,3506211
TLT,2026-07-01,42895949824,24344221
LQD,2026-07-01,29782712320,28248675
HYG,2026-07-01,16106322944,37624396
BWX,2026-07-01,1480568064,558642
EMB,2026-07-01,14162584576,6585050
BIZD,2026-07-01,1570142976,3487940
BKLN,2026-07-01,7154355712,10117306
USO,2026-07-01,1705716992,13039677
DBA,2026-07-01,1365882880,1547904
GLD,2026-07-01,150367518720,7158659
