Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-21,79741509632,2269022
IWF,2026-07-21,128899137536,5446372
IWN,2026-07-21,14527014912,675383
EFA,2026-07-21,77217693696,13613926
SCZ,2026-07-21,14441042944,1527445
EEM,2026-07-21,30315917312,28530377
TIP,2026-07-21,14696782848,1895801
SHY,2026-07-21,25358272512,3369232
TLT,2026-07-21,41099935744,24746314
LQD,2026-07-21,33113137152,27322536
HYG,2026-07-21,17626118144,34093649
BWX,2026-07-21,1346083200,576144
EMB,2026-07-21,14615079936,6400122
BIZD,2026-07-21,1631495808,3315300
BKLN,2026-07-21,7145859584,9089683
USO,2026-07-21,1880301184,7909796
DBA,2026-07-21,1152282112,1382672
GLD,2026-07-21,130053275648,6896144
