Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-15,83947945984,2102390
IWF,2026-09-15,125535297536,4406238
IWN,2026-09-15,14440142848,539454
EFA,2026-09-15,79317098496,10770856
SCZ,2026-09-15,13235450880,1450677
EEM,2026-09-15,31207041024,22183546
TIP,2026-09-15,15010082816,1835258
SHY,2026-09-15,25913065472,3612414
TLT,2026-09-15,47046328320,28918338
LQD,2026-09-15,32042811392,28629398
HYG,2026-09-15,16186192896,32118890
EMB,2026-09-15,14916531200,5825356
BIZD,2026-09-15,1724331136,3147130
BKLN,2026-09-15,6743007744,7449069
USO,2026-09-15,1897174656,5870941
DBA,2026-09-15,1331317504,1150875
GLD,2026-09-15,152861196288,9062943
