Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-16,79741509632,2200301
IWF,2026-07-16,128899137536,5257231
IWN,2026-07-16,14527014912,699791
EFA,2026-07-16,77217693696,13819696
SCZ,2026-07-16,14441042944,1528686
EEM,2026-07-16,30315917312,28790162
TIP,2026-07-16,14696782848,1901900
SHY,2026-07-16,25358272512,3369831
TLT,2026-07-16,41099935744,24695329
LQD,2026-07-16,33113137152,27356819
HYG,2026-07-16,17626118144,35024960
BWX,2026-07-16,1346083200,554026
EMB,2026-07-16,14615079936,6440732
BIZD,2026-07-16,1631495808,3355157
BKLN,2026-07-16,7145859584,9323318
USO,2026-07-16,1880301184,8896857
DBA,2026-07-16,1152282112,1425906
GLD,2026-07-16,130053275648,7031344
