Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-03,81898684416,2138952
IWF,2026-09-03,121217597440,4725352
IWN,2026-09-03,14290253824,567903
EFA,2026-09-03,77978091520,11500895
SCZ,2026-09-03,13203007488,1386579
EEM,2026-09-03,29159098368,24499195
TIP,2026-09-03,14603292672,1850688
SHY,2026-09-03,25080700928,3588441
TLT,2026-09-03,41543831552,27935528
LQD,2026-09-03,33045540864,28649976
HYG,2026-09-03,17113127936,32117360
EMB,2026-09-03,14607219712,5674403
BIZD,2026-09-03,1567428480,3164511
BKLN,2026-09-03,6743276032,7550679
USO,2026-09-03,1989134080,5980630
DBA,2026-09-03,1208748160,1170938
GLD,2026-09-03,130322653184,9081036
