Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-19,74264879104,3218557
IWF,2026-05-19,124668968960,10914126
IWN,2026-05-19,13433325568,786926
EFA,2026-05-19,75608719360,21113150
SCZ,2026-05-19,14390466560,1946386
EEM,2026-05-19,28104833024,38697483
TIP,2026-05-19,14751854592,2442922
SHY,2026-05-19,25083643904,4931185
TLT,2026-05-19,42905042944,33171832
LQD,2026-05-19,30921228288,39943839
HYG,2026-05-19,16952033280,53867022
BWX,2026-05-19,1528758400,831970
EMB,2026-05-19,14508038144,10203395
BIZD,2026-05-19,1622104832,4356114
BKLN,2026-05-19,6758600192,19838267
USO,2026-05-19,1942278400,35030511
DBA,2026-05-19,1248400384,1709334
GLD,2026-05-19,153509937152,10883604
