Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-24,79741509632,2267567
IWF,2026-07-24,128899137536,5420504
IWN,2026-07-24,14527014912,661531
EFA,2026-07-24,77217693696,13566904
SCZ,2026-07-24,14441042944,1542629
EEM,2026-07-24,30315917312,28005168
TIP,2026-07-24,14696782848,1926126
SHY,2026-07-24,25358272512,3363639
TLT,2026-07-24,41099935744,24785581
LQD,2026-07-24,33113137152,27570786
HYG,2026-07-24,17626118144,33978406
BWX,2026-07-24,1346083200,572685
EMB,2026-07-24,14615079936,6281872
BIZD,2026-07-24,1631495808,3291557
BKLN,2026-07-24,7145859584,8911900
USO,2026-07-24,1880301184,7584616
DBA,2026-07-24,1152282112,1350303
GLD,2026-07-24,130053275648,7003172
