Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-12,81898684416,2125838
IWF,2026-08-12,121217597440,5001943
IWN,2026-08-12,14290253824,663958
EFA,2026-08-12,77978091520,12678872
SCZ,2026-08-12,13203007488,1531882
EEM,2026-08-12,29159098368,27864824
TIP,2026-08-12,14603292672,2021091
SHY,2026-08-12,25080700928,3467470
TLT,2026-08-12,41543831552,27646474
LQD,2026-08-12,33045540864,28204791
HYG,2026-08-12,17113127936,32921950
BWX,2026-08-12,1302304896,504461
EMB,2026-08-12,14607219712,6202959
BIZD,2026-08-12,1567428480,3222951
BKLN,2026-08-12,6743276032,8189270
USO,2026-08-12,1989134080,6771483
DBA,2026-08-12,1208748160,1097601
GLD,2026-08-12,130322653184,7369154
