Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-10,83947945984,2129485
IWF,2026-09-10,125535297536,4470290
IWN,2026-09-10,14440142848,549179
EFA,2026-09-10,79317098496,10998664
SCZ,2026-09-10,13235450880,1443308
EEM,2026-09-10,31207041024,22998608
TIP,2026-09-10,15010082816,1815924
SHY,2026-09-10,25913065472,3537450
TLT,2026-09-10,47046328320,28100154
LQD,2026-09-10,32042811392,28481072
HYG,2026-09-10,16186192896,31804875
EMB,2026-09-10,14916531200,5715222
BIZD,2026-09-10,1724331136,3139419
BKLN,2026-09-10,6743007744,7359800
USO,2026-09-10,1897174656,5903609
DBA,2026-09-10,1331317504,1136812
GLD,2026-09-10,152861196288,9095509
