Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-15,74264879104,3279464
IWF,2026-05-15,124668968960,11147914
IWN,2026-05-15,13433325568,779030
EFA,2026-05-15,75608719360,21060995
SCZ,2026-05-15,14390466560,1927291
EEM,2026-05-15,28104833024,38614664
TIP,2026-05-15,14751854592,2346709
SHY,2026-05-15,25083643904,4863291
TLT,2026-05-15,42905042944,32950893
LQD,2026-05-15,30921228288,39666532
HYG,2026-05-15,16952033280,53096506
BWX,2026-05-15,1528758400,818901
EMB,2026-05-15,14508038144,10112516
BIZD,2026-05-15,1622104832,4353445
BKLN,2026-05-15,6758600192,19889108
USO,2026-05-15,1942278400,34706488
DBA,2026-05-15,1248400384,1636053
GLD,2026-05-15,153509937152,10943708
