Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-24,69788860416,3625885
IWF,2026-04-24,111773540352,3160233
IWN,2026-04-24,12460733440,831287
EFA,2026-04-24,71451205632,23193985
SCZ,2026-04-24,13434171392,1954654
EEM,2026-04-24,24905633792,44137383
TIP,2026-04-24,13898044416,2616848
SHY,2026-04-24,24748150784,5210672
TLT,2026-04-24,42618560512,36856087
LQD,2026-04-24,28883736576,41276151
HYG,2026-04-24,16378809344,54157111
BWX,2026-04-24,1499591552,1052237
EMB,2026-04-24,14120442880,10812225
BIZD,2026-04-24,1460942464,4336150
BKLN,2026-04-24,6260340224,23201753
USO,2026-04-24,2644515072,34254758
DBA,2026-04-24,1182587904,1232650
GLD,2026-04-24,155110817792,16792493
