Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-03,74264879104,2885973
IWF,2026-06-03,124668968960,8492431
IWN,2026-06-03,13433325568,814671
EFA,2026-06-03,75608719360,19192412
SCZ,2026-06-03,14390466560,1785393
EEM,2026-06-03,28104833024,35670393
TIP,2026-06-03,14751854592,2423433
SHY,2026-06-03,25083643904,4617357
TLT,2026-06-03,42905042944,31550320
LQD,2026-06-03,30921228288,36708644
HYG,2026-06-03,16952033280,50225798
BWX,2026-06-03,1528758400,531609
EMB,2026-06-03,14508038144,9864498
BIZD,2026-06-03,1622104832,4024885
BKLN,2026-06-03,6758600192,15349822
USO,2026-06-03,1942278400,32738431
DBA,2026-06-03,1248400384,1802685
GLD,2026-06-03,153509937152,9390244
