Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-07,74264879104,3434413
IWF,2026-05-07,124668968960,11794432
IWN,2026-05-07,13433325568,789819
EFA,2026-05-07,75608719360,21946909
SCZ,2026-05-07,14390466560,1970081
EEM,2026-05-07,28104833024,39766614
TIP,2026-05-07,14751854592,2448683
SHY,2026-05-07,25083643904,5076493
TLT,2026-05-07,42905042944,34397798
LQD,2026-05-07,30921228288,40918719
HYG,2026-05-07,16952033280,53591509
BWX,2026-05-07,1528758400,809147
EMB,2026-05-07,14508038144,10417470
BIZD,2026-05-07,1622104832,4322826
BKLN,2026-05-07,6758600192,20987736
USO,2026-05-07,1942278400,35083159
DBA,2026-05-07,1248400384,1511159
GLD,2026-05-07,153509937152,11641575
