Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-10,75561271296,2634091
IWF,2026-06-10,132278181888,7716761
IWN,2026-06-10,13999538176,803556
EFA,2026-06-10,77424812032,17520627
SCZ,2026-06-10,14869699584,1641474
EEM,2026-06-10,30325661696,32955361
TIP,2026-06-10,15087474688,2337895
SHY,2026-06-10,25434476544,4503712
TLT,2026-06-10,42895949824,29293982
LQD,2026-06-10,29782712320,34465827
HYG,2026-06-10,16106322944,46927817
EMB,2026-06-10,14162584576,9212125
BIZD,2026-06-10,1570142976,3977656
BKLN,2026-06-10,7154355712,13046435
USO,2026-06-10,1705716992,26729887
DBA,2026-06-10,1365882880,1835550
GLD,2026-06-10,150367518720,9197400
