Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-16,83947945984,2109461
IWF,2026-09-16,125535297536,4461979
IWN,2026-09-16,14440142848,538183
EFA,2026-09-16,79317098496,10768833
SCZ,2026-09-16,13235450880,1460906
EEM,2026-09-16,31207041024,21902550
TIP,2026-09-16,15010082816,1841483
SHY,2026-09-16,25913065472,3687479
TLT,2026-09-16,47046328320,29056125
LQD,2026-09-16,32042811392,28732832
HYG,2026-09-16,16186192896,32405562
EMB,2026-09-16,14916531200,5849337
BIZD,2026-09-16,1724331136,3149162
BKLN,2026-09-16,6743007744,7545212
USO,2026-09-16,1897174656,5857122
DBA,2026-09-16,1331317504,1179774
GLD,2026-09-16,152861196288,9074012
