Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-06,75561271296,2358929
IWF,2026-07-06,132278181888,5618870
IWN,2026-07-06,13999538176,751242
EFA,2026-07-06,77424812032,14645029
SCZ,2026-07-06,14869699584,1491519
EEM,2026-07-06,30325661696,29743744
TIP,2026-07-06,15087474688,1981949
SHY,2026-07-06,25434476544,3482398
TLT,2026-07-06,42895949824,24360736
LQD,2026-07-06,29782712320,28047714
HYG,2026-07-06,16106322944,37188242
BWX,2026-07-06,1480568064,555775
EMB,2026-07-06,14162584576,6583598
BIZD,2026-07-06,1570142976,3447432
BKLN,2026-07-06,7154355712,10275027
USO,2026-07-06,1705716992,11613886
DBA,2026-07-06,1365882880,1487059
GLD,2026-07-06,150367518720,7165385
