Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-06,74264879104,3470403
IWF,2026-05-06,124668968960,11927596
IWN,2026-05-06,13433325568,790676
EFA,2026-05-06,75608719360,22066766
SCZ,2026-05-06,14390466560,1983836
EEM,2026-05-06,28104833024,39843131
TIP,2026-05-06,14751854592,2463848
SHY,2026-05-06,25083643904,5113735
TLT,2026-05-06,42905042944,34594243
LQD,2026-05-06,30921228288,41127075
HYG,2026-05-06,16952033280,53847175
BWX,2026-05-06,1528758400,816943
EMB,2026-05-06,14508038144,10484523
BIZD,2026-05-06,1622104832,4317675
BKLN,2026-05-06,6758600192,21188770
USO,2026-05-06,1942278400,35453815
DBA,2026-05-06,1248400384,1502761
GLD,2026-05-06,153509937152,11718588
