Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-04,79741509632,2181373
IWF,2026-08-04,128899137536,5256963
IWN,2026-08-04,14527014912,663522
EFA,2026-08-04,77217693696,13287140
SCZ,2026-08-04,14441042944,1523063
EEM,2026-08-04,30315917312,28790485
TIP,2026-08-04,14696782848,1984250
SHY,2026-08-04,25358272512,3327011
TLT,2026-08-04,41099935744,25713206
LQD,2026-08-04,33113137152,28061293
HYG,2026-08-04,17626118144,33628250
BWX,2026-08-04,1346083200,544350
EMB,2026-08-04,14615079936,6165691
BIZD,2026-08-04,1631495808,3326636
BKLN,2026-08-04,7145859584,8416968
USO,2026-08-04,1880301184,7099522
DBA,2026-08-04,1152282112,1209767
GLD,2026-08-04,130053275648,6954354
