Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-17,79741509632,2195611
IWF,2026-07-17,128899137536,5274449
IWN,2026-07-17,14527014912,698522
EFA,2026-07-17,77217693696,13699127
SCZ,2026-07-17,14441042944,1527109
EEM,2026-07-17,30315917312,28385159
TIP,2026-07-17,14696782848,1891347
SHY,2026-07-17,25358272512,3334986
TLT,2026-07-17,41099935744,24550354
LQD,2026-07-17,33113137152,27170680
HYG,2026-07-17,17626118144,34387745
BWX,2026-07-17,1346083200,560198
EMB,2026-07-17,14615079936,6410955
BIZD,2026-07-17,1631495808,3324719
BKLN,2026-07-17,7145859584,9116186
USO,2026-07-17,1880301184,8334403
DBA,2026-07-17,1152282112,1395816
GLD,2026-07-17,130053275648,7015609
