Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-13,74264879104,3348505
IWF,2026-05-13,124668968960,11364396
IWN,2026-05-13,13433325568,783603
EFA,2026-05-13,75608719360,21454320
SCZ,2026-05-13,14390466560,1967496
EEM,2026-05-13,28104833024,39114063
TIP,2026-05-13,14751854592,2357898
SHY,2026-05-13,25083643904,4944978
TLT,2026-05-13,42905042944,33190000
LQD,2026-05-13,30921228288,40370066
HYG,2026-05-13,16952033280,53855348
BWX,2026-05-13,1528758400,832513
EMB,2026-05-13,14508038144,10223916
BIZD,2026-05-13,1622104832,4375211
BKLN,2026-05-13,6758600192,20340773
USO,2026-05-13,1942278400,35707285
DBA,2026-05-13,1248400384,1637246
GLD,2026-05-13,153509937152,11171908
