Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-20,74264879104,3162160
IWF,2026-05-20,124668968960,10650149
IWN,2026-05-20,13433325568,791239
EFA,2026-05-20,75608719360,20907811
SCZ,2026-05-20,14390466560,1952850
EEM,2026-05-20,28104833024,38378529
TIP,2026-05-20,14751854592,2435357
SHY,2026-05-20,25083643904,4924555
TLT,2026-05-20,42905042944,32937814
LQD,2026-05-20,30921228288,39814791
HYG,2026-05-20,16952033280,53946870
BWX,2026-05-20,1528758400,837216
EMB,2026-05-20,14508038144,10250742
BIZD,2026-05-20,1622104832,4335678
BKLN,2026-05-20,6758600192,19400250
USO,2026-05-20,1942278400,34966503
DBA,2026-05-20,1248400384,1717829
GLD,2026-05-20,153509937152,10737718
