Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-24,83947945984,1965736
IWF,2026-09-24,125535297536,4305719
IWN,2026-09-24,14440142848,521196
EFA,2026-09-24,79317098496,10544257
SCZ,2026-09-24,13235450880,1396336
EEM,2026-09-24,31207041024,20730941
TIP,2026-09-24,15010082816,1854355
SHY,2026-09-24,25913065472,3797915
TLT,2026-09-24,47046328320,29959738
LQD,2026-09-24,32042811392,28679374
HYG,2026-09-24,16186192896,33312841
EMB,2026-09-24,14916531200,5955680
BIZD,2026-09-24,1724331136,2988319
BKLN,2026-09-24,6743007744,7449995
USO,2026-09-24,1897174656,5932211
DBA,2026-09-24,1331317504,1166296
GLD,2026-09-24,152861196288,9000763
