Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-02,75561271296,2354547
IWF,2026-07-02,132278181888,5681845
IWN,2026-07-02,13999538176,756477
EFA,2026-07-02,77424812032,14630647
SCZ,2026-07-02,14869699584,1435272
EEM,2026-07-02,30325661696,29508555
TIP,2026-07-02,15087474688,1974101
SHY,2026-07-02,25434476544,3484936
TLT,2026-07-02,42895949824,24259496
LQD,2026-07-02,29782712320,28222706
HYG,2026-07-02,16106322944,37367283
BWX,2026-07-02,1480568064,560188
EMB,2026-07-02,14162584576,6532252
BIZD,2026-07-02,1570142976,3447068
BKLN,2026-07-02,7154355712,10251024
USO,2026-07-02,1705716992,12041808
DBA,2026-07-02,1365882880,1508219
GLD,2026-07-02,150367518720,7129329
