Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-13,81898684416,2144464
IWF,2026-08-13,121217597440,4966385
IWN,2026-08-13,14290253824,663301
EFA,2026-08-13,77978091520,12684074
SCZ,2026-08-13,13203007488,1543377
EEM,2026-08-13,29159098368,27771148
TIP,2026-08-13,14603292672,2025332
SHY,2026-08-13,25080700928,3455582
TLT,2026-08-13,41543831552,27568004
LQD,2026-08-13,33045540864,28268477
HYG,2026-08-13,17113127936,32792704
BWX,2026-08-13,1302304896,504746
EMB,2026-08-13,14607219712,6101433
BIZD,2026-08-13,1567428480,3199309
BKLN,2026-08-13,6743276032,8173898
USO,2026-08-13,1989134080,6753569
DBA,2026-08-13,1208748160,1076720
GLD,2026-08-13,130322653184,7469214
