Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-25,75561271296,2218937
IWF,2026-06-25,132278181888,6210364
IWN,2026-06-25,13999538176,779987
EFA,2026-06-25,77424812032,15466077
SCZ,2026-06-25,14869699584,1582143
EEM,2026-06-25,30325661696,31410024
TIP,2026-06-25,15087474688,2050635
SHY,2026-06-25,25434476544,3882425
TLT,2026-06-25,42895949824,25462361
LQD,2026-06-25,29782712320,29185051
HYG,2026-06-25,16106322944,40845451
BWX,2026-06-25,1480568064,541951
EMB,2026-06-25,14162584576,7325209
BIZD,2026-06-25,1570142976,3599332
BKLN,2026-06-25,7154355712,10742174
USO,2026-06-25,1705716992,16009216
DBA,2026-06-25,1365882880,1599538
GLD,2026-06-25,150367518720,7835251
