Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-11,83947945984,2121143
IWF,2026-09-11,125535297536,4446300
IWN,2026-09-11,14440142848,545345
EFA,2026-09-11,79317098496,10875866
SCZ,2026-09-11,13235450880,1446561
EEM,2026-09-11,31207041024,22697241
TIP,2026-09-11,15010082816,1818190
SHY,2026-09-11,25913065472,3565082
TLT,2026-09-11,47046328320,28507277
LQD,2026-09-11,32042811392,28494556
HYG,2026-09-11,16186192896,31778020
EMB,2026-09-11,14916531200,5746191
BIZD,2026-09-11,1724331136,3156327
BKLN,2026-09-11,6743007744,7412338
USO,2026-09-11,1897174656,5868724
DBA,2026-09-11,1331317504,1142254
GLD,2026-09-11,152861196288,9056220
