Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-17,69788860416,3813336
IWF,2026-04-17,111773540352,3263211
IWN,2026-04-17,12460733440,816313
EFA,2026-04-17,71451205632,23775852
SCZ,2026-04-17,13434171392,2004508
EEM,2026-04-17,24905633792,44891485
TIP,2026-04-17,13898044416,2814467
SHY,2026-04-17,24748150784,5493722
TLT,2026-04-17,42618560512,39047368
LQD,2026-04-17,28883736576,42196727
HYG,2026-04-17,16378809344,53978811
BWX,2026-04-17,1499591552,1074931
EMB,2026-04-17,14120442880,11306783
BIZD,2026-04-17,1460942464,4196213
BKLN,2026-04-17,6260340224,23903739
USO,2026-04-17,2644515072,33411503
DBA,2026-04-17,1182587904,1143416
GLD,2026-04-17,155110817792,18102259
