Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-23,69788860416,3649411
IWF,2026-04-23,111773540352,3189226
IWN,2026-04-23,12460733440,834562
EFA,2026-04-23,71451205632,23315626
SCZ,2026-04-23,13434171392,1970195
EEM,2026-04-23,24905633792,44316526
TIP,2026-04-23,13898044416,2642139
SHY,2026-04-23,24748150784,5245503
TLT,2026-04-23,42618560512,37114577
LQD,2026-04-23,28883736576,41532013
HYG,2026-04-23,16378809344,54226593
BWX,2026-04-23,1499591552,1062070
EMB,2026-04-23,14120442880,10834450
BIZD,2026-04-23,1460942464,4342444
BKLN,2026-04-23,6260340224,23350172
USO,2026-04-23,2644515072,34502949
DBA,2026-04-23,1182587904,1225981
GLD,2026-04-23,155110817792,16986188
