Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-18,81898684416,2110767
IWF,2026-08-18,121217597440,4803201
IWN,2026-08-18,14290253824,637441
EFA,2026-08-18,77978091520,12352930
SCZ,2026-08-18,13203007488,1532262
EEM,2026-08-18,29159098368,26961383
TIP,2026-08-18,14603292672,1884882
SHY,2026-08-18,25080700928,3407667
TLT,2026-08-18,41543831552,27368466
LQD,2026-08-18,33045540864,27977296
HYG,2026-08-18,17113127936,32108720
EMB,2026-08-18,14607219712,5966200
BIZD,2026-08-18,1567428480,3170864
BKLN,2026-08-18,6743276032,7948800
USO,2026-08-18,1989134080,6642704
DBA,2026-08-18,1208748160,1018525
GLD,2026-08-18,130322653184,7566466
