Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-10,69788860416,3923414
IWF,2026-04-10,111773540352,3297250
IWN,2026-04-10,12460733440,825545
IWO,2026-04-10,12166946816,512355
EFA,2026-04-10,71451205632,24262911
SCZ,2026-04-10,13434171392,1981468
EEM,2026-04-10,24905633792,46377268
TIP,2026-04-10,13898044416,2840370
SHY,2026-04-10,24748150784,5487370
TLT,2026-04-10,42618560512,40891309
LQD,2026-04-10,28883736576,42729252
HYG,2026-04-10,16378809344,53622752
BWX,2026-04-10,1499591552,1058613
EMB,2026-04-10,14120442880,11436809
BIZD,2026-04-10,1460942464,3909937
BKLN,2026-04-10,6260340224,23679026
USO,2026-04-10,2644515072,32795229
DBA,2026-04-10,1182587904,1063444
GLD,2026-04-10,155110817792,19066037
