Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-24,81898684416,2146608
IWF,2026-08-24,121217597440,4745819
IWN,2026-08-24,14290253824,603593
EFA,2026-08-24,77978091520,12188600
SCZ,2026-08-24,13203007488,1514569
EEM,2026-08-24,29159098368,26107709
TIP,2026-08-24,14603292672,1879345
SHY,2026-08-24,25080700928,3333803
TLT,2026-08-24,41543831552,27488783
LQD,2026-08-24,33045540864,28069940
HYG,2026-08-24,17113127936,31731198
EMB,2026-08-24,14607219712,5699516
BIZD,2026-08-24,1567428480,3163887
BKLN,2026-08-24,6743276032,7736314
USO,2026-08-24,1989134080,6350348
DBA,2026-08-24,1208748160,1020945
GLD,2026-08-24,130322653184,8129567
