Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-15,79741509632,2218988
IWF,2026-07-15,128899137536,5264672
IWN,2026-07-15,14527014912,707447
EFA,2026-07-15,77217693696,13914972
SCZ,2026-07-15,14441042944,1544240
EEM,2026-07-15,30315917312,28827075
TIP,2026-07-15,14696782848,1896790
SHY,2026-07-15,25358272512,3334342
TLT,2026-07-15,41099935744,24730768
LQD,2026-07-15,33113137152,27334763
HYG,2026-07-15,17626118144,35201940
BWX,2026-07-15,1346083200,553516
EMB,2026-07-15,14615079936,6459163
BIZD,2026-07-15,1631495808,3382900
BKLN,2026-07-15,7145859584,9367857
USO,2026-07-15,1880301184,9013472
DBA,2026-07-15,1152282112,1425227
GLD,2026-07-15,130053275648,6992934
