Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-30,79741509632,2229775
IWF,2026-07-30,128899137536,5346801
IWN,2026-07-30,14527014912,671673
EFA,2026-07-30,77217693696,13417516
SCZ,2026-07-30,14441042944,1516006
EEM,2026-07-30,30315917312,28281018
TIP,2026-07-30,14696782848,1929349
SHY,2026-07-30,25358272512,3334016
TLT,2026-07-30,41099935744,25019680
LQD,2026-07-30,33113137152,27813091
HYG,2026-07-30,17626118144,33786563
BWX,2026-07-30,1346083200,541721
EMB,2026-07-30,14615079936,6236540
BIZD,2026-07-30,1631495808,3316303
BKLN,2026-07-30,7145859584,8661927
USO,2026-07-30,1880301184,7420590
DBA,2026-07-30,1152282112,1247363
GLD,2026-07-30,130053275648,6963445
