Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-15,75561271296,2396126
IWF,2026-06-15,132278181888,7040790
IWN,2026-06-15,13999538176,786858
EFA,2026-06-15,77424812032,17171928
SCZ,2026-06-15,14869699584,1622817
EEM,2026-06-15,30325661696,32818696
TIP,2026-06-15,15087474688,2313895
SHY,2026-06-15,25434476544,4361046
TLT,2026-06-15,42895949824,28115382
LQD,2026-06-15,29782712320,32699515
HYG,2026-06-15,16106322944,45432111
EMB,2026-06-15,14162584576,8346333
BIZD,2026-06-15,1570142976,3792376
BKLN,2026-06-15,7154355712,12364855
USO,2026-06-15,1705716992,23181796
DBA,2026-06-15,1365882880,1708209
GLD,2026-06-15,150367518720,9249863
