Ticker,Date,AUM_USD,AvgVolume
IWD,2025-12-26,68237467648,4048993
IWF,2025-12-26,125539360768,1567470
IWN,2025-12-26,11834733568,718043
IWO,2025-12-26,13225291776,428637
EFA,2025-12-26,68552839168,16696950
SCZ,2025-12-26,12447486976,1322451
EEM,2025-12-26,20580734976,26297850
TIP,2025-12-26,14671910912,2943220
SHY,2025-12-26,23862462464,4207777
TLT,2025-12-26,49704599552,32378274
LQD,2025-12-26,33165789184,32208532
HYG,2025-12-26,18392985600,43200779
BWX,2025-12-26,1330051968,450400
EMB,2025-12-26,15672589312,7007648
BIZD,2025-12-26,1563581440,2968882
BKLN,2025-12-26,6389860864,9893580
RWR,2025-12-26,1711217920,402522
USO,2025-12-26,925906176,5300783
DBA,2025-12-26,745886144,203724
DBB,2025-12-26,142221984,124690
GLD,2025-12-26,140826689536,15675762
