Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-22,74264879104,3106153
IWF,2026-05-22,124668968960,10465709
IWN,2026-05-22,13433325568,795677
EFA,2026-05-22,75608719360,20734009
SCZ,2026-05-22,14390466560,1922155
EEM,2026-05-22,28104833024,38132539
TIP,2026-05-22,14751854592,2448649
SHY,2026-05-22,25083643904,4958130
TLT,2026-05-22,42905042944,32993552
LQD,2026-05-22,30921228288,39498800
HYG,2026-05-22,16952033280,53767055
BWX,2026-05-22,1528758400,830326
EMB,2026-05-22,14508038144,10286163
BIZD,2026-05-22,1622104832,4302201
BKLN,2026-05-22,6758600192,19312619
USO,2026-05-22,1942278400,34201922
DBA,2026-05-22,1248400384,1706374
GLD,2026-05-22,153509937152,10566647
