Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-28,74264879104,3041373
IWF,2026-05-28,124668968960,9385337
IWN,2026-05-28,13433325568,807878
EFA,2026-05-28,75608719360,20383454
SCZ,2026-05-28,14390466560,1875718
EEM,2026-05-28,28104833024,37386136
TIP,2026-05-28,14751854592,2470845
SHY,2026-05-28,25083643904,4816713
TLT,2026-05-28,42905042944,32620093
LQD,2026-05-28,30921228288,38718909
HYG,2026-05-28,16952033280,52911914
BWX,2026-05-28,1528758400,797800
EMB,2026-05-28,14508038144,10332873
BIZD,2026-05-28,1622104832,4136237
BKLN,2026-05-28,6758600192,16546237
USO,2026-05-28,1942278400,34822583
DBA,2026-05-28,1248400384,1791000
GLD,2026-05-28,153509937152,9987504
