Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-25,81898684416,2148982
IWF,2026-08-25,121217597440,4731755
IWN,2026-08-25,14290253824,600533
EFA,2026-08-25,77978091520,12091569
SCZ,2026-08-25,13203007488,1497904
EEM,2026-08-25,29159098368,25948615
TIP,2026-08-25,14603292672,1873090
SHY,2026-08-25,25080700928,3337803
TLT,2026-08-25,41543831552,27513766
LQD,2026-08-25,33045540864,27998701
HYG,2026-08-25,17113127936,31553649
EMB,2026-08-25,14607219712,5630141
BIZD,2026-08-25,1567428480,3142457
BKLN,2026-08-25,6743276032,7702707
USO,2026-08-25,1989134080,6304342
DBA,2026-08-25,1208748160,1020101
GLD,2026-08-25,130322653184,8300565
