Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-27,69788860416,3620037
IWF,2026-04-27,111773540352,3171650
IWN,2026-04-27,12460733440,833404
IWO,2026-04-27,12166946816,501844
EFA,2026-04-27,71451205632,23238218
SCZ,2026-04-27,13434171392,1971863
EEM,2026-04-27,24905633792,43652014
TIP,2026-04-27,13898044416,2599183
SHY,2026-04-27,24748150784,5227867
TLT,2026-04-27,42618560512,36611831
LQD,2026-04-27,28883736576,41500626
HYG,2026-04-27,16378809344,54776570
BWX,2026-04-27,1499591552,851665
EMB,2026-04-27,14120442880,10864855
BIZD,2026-04-27,1460942464,4364395
BKLN,2026-04-27,6260340224,23069159
USO,2026-04-27,2644515072,34876049
DBA,2026-04-27,1182587904,1264154
GLD,2026-04-27,155110817792,16139762
