Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-08,79741509632,2339631
IWF,2026-07-08,128899137536,5548031
IWN,2026-07-08,14527014912,739006
EFA,2026-07-08,77217693696,14291054
SCZ,2026-07-08,14441042944,1442575
EEM,2026-07-08,30315917312,29280639
TIP,2026-07-08,14696782848,1959183
SHY,2026-07-08,25358272512,3479077
TLT,2026-07-08,41099935744,24319795
LQD,2026-07-08,33113137152,27138572
HYG,2026-07-08,17626118144,36333698
BWX,2026-07-08,1346083200,561316
EMB,2026-07-08,14615079936,6441216
BIZD,2026-07-08,1631495808,3424026
BKLN,2026-07-08,7145859584,10329575
USO,2026-07-08,1880301184,10064191
DBA,2026-07-08,1152282112,1460777
GLD,2026-07-08,130053275648,7029834
