Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-03,75561271296,2354404
IWF,2026-07-03,132278181888,5652540
IWN,2026-07-03,13999538176,750361
EFA,2026-07-03,77424812032,14599317
SCZ,2026-07-03,14869699584,1488704
EEM,2026-07-03,30325661696,29586291
TIP,2026-07-03,15087474688,1974708
SHY,2026-07-03,25434476544,3485258
TLT,2026-07-03,42895949824,24204277
LQD,2026-07-03,29782712320,28064372
HYG,2026-07-03,16106322944,37186791
BWX,2026-07-03,1480568064,559019
EMB,2026-07-03,14162584576,6542546
BIZD,2026-07-03,1570142976,3445435
BKLN,2026-07-03,7154355712,10198829
USO,2026-07-03,1705716992,11883267
DBA,2026-07-03,1365882880,1490140
GLD,2026-07-03,150367518720,7137190
