Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-16,69788860416,3839043
IWF,2026-04-16,111773540352,3294731
IWN,2026-04-16,12460733440,815960
EFA,2026-04-16,71451205632,23951685
SCZ,2026-04-16,13434171392,1989221
EEM,2026-04-16,24905633792,45100796
TIP,2026-04-16,13898044416,2834896
SHY,2026-04-16,24748150784,5537340
TLT,2026-04-16,42618560512,39364800
LQD,2026-04-16,28883736576,42469461
HYG,2026-04-16,16378809344,54249385
BWX,2026-04-16,1499591552,1089120
EMB,2026-04-16,14120442880,11409468
BIZD,2026-04-16,1460942464,4175261
BKLN,2026-04-16,6260340224,24149785
USO,2026-04-16,2644515072,33743583
DBA,2026-04-16,1182587904,1138813
GLD,2026-04-16,155110817792,18314425
