Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-18,75561271296,2408161
IWF,2026-06-18,132278181888,6847861
IWN,2026-06-18,13999538176,786244
EFA,2026-06-18,77424812032,16955704
SCZ,2026-06-18,14869699584,1618352
EEM,2026-06-18,30325661696,32927031
TIP,2026-06-18,15087474688,2263379
SHY,2026-06-18,25434476544,4310868
TLT,2026-06-18,42895949824,27862717
LQD,2026-06-18,29782712320,31154657
HYG,2026-06-18,16106322944,44604734
BWX,2026-06-18,1480568064,511155
EMB,2026-06-18,14162584576,8129133
BIZD,2026-06-18,1570142976,3694365
BKLN,2026-06-18,7154355712,11551288
USO,2026-06-18,1705716992,20665073
DBA,2026-06-18,1365882880,1659382
GLD,2026-06-18,150367518720,9167941
