Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-13,79741509632,2217677
IWF,2026-07-13,128899137536,5281375
IWN,2026-07-13,14527014912,711773
EFA,2026-07-13,77217693696,13988437
SCZ,2026-07-13,14441042944,1531175
EEM,2026-07-13,30315917312,28925129
TIP,2026-07-13,14696782848,1919595
SHY,2026-07-13,25358272512,3351037
TLT,2026-07-13,41099935744,24553593
LQD,2026-07-13,33113137152,27268486
HYG,2026-07-13,17626118144,35685354
BWX,2026-07-13,1346083200,546542
EMB,2026-07-13,14615079936,6433800
BIZD,2026-07-13,1631495808,3440621
BKLN,2026-07-13,7145859584,9768781
USO,2026-07-13,1880301184,9103647
DBA,2026-07-13,1152282112,1443698
GLD,2026-07-13,130053275648,7021345
