Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-29,79741509632,2274716
IWF,2026-07-29,128899137536,5372660
IWN,2026-07-29,14527014912,671081
EFA,2026-07-29,77217693696,13498490
SCZ,2026-07-29,14441042944,1563206
EEM,2026-07-29,30315917312,28277090
TIP,2026-07-29,14696782848,1932611
SHY,2026-07-29,25358272512,3323575
TLT,2026-07-29,41099935744,24809159
LQD,2026-07-29,33113137152,27829608
HYG,2026-07-29,17626118144,33762819
BWX,2026-07-29,1346083200,547213
EMB,2026-07-29,14615079936,6274936
BIZD,2026-07-29,1631495808,3335952
BKLN,2026-07-29,7145859584,8657291
USO,2026-07-29,1880301184,7459624
DBA,2026-07-29,1152282112,1266944
GLD,2026-07-29,130053275648,6880004
