Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-24,75561271296,2258345
IWF,2026-06-24,132278181888,6294635
IWN,2026-06-24,13999538176,779004
EFA,2026-06-24,77424812032,15594619
SCZ,2026-06-24,14869699584,1580898
EEM,2026-06-24,30325661696,31627343
TIP,2026-06-24,15087474688,2099838
SHY,2026-06-24,25434476544,3913051
TLT,2026-06-24,42895949824,25398580
LQD,2026-06-24,29782712320,29461730
HYG,2026-06-24,16106322944,41024148
BWX,2026-06-24,1480568064,523083
EMB,2026-06-24,14162584576,7417767
BIZD,2026-06-24,1570142976,3605150
BKLN,2026-06-24,7154355712,10820112
USO,2026-06-24,1705716992,16604467
DBA,2026-06-24,1365882880,1623432
GLD,2026-06-24,150367518720,7883400
