Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-15,69788860416,3879361
IWF,2026-04-15,111773540352,3315186
IWN,2026-04-15,12460733440,816128
EFA,2026-04-15,71451205632,24116913
SCZ,2026-04-15,13434171392,1998723
EEM,2026-04-15,24905633792,45172986
TIP,2026-04-15,13898044416,2843281
SHY,2026-04-15,24748150784,5561803
TLT,2026-04-15,42618560512,39885430
LQD,2026-04-15,28883736576,42614228
HYG,2026-04-15,16378809344,54326568
BWX,2026-04-15,1499591552,1090936
EMB,2026-04-15,14120442880,11466888
BIZD,2026-04-15,1460942464,4112726
BKLN,2026-04-15,6260340224,24143398
USO,2026-04-15,2644515072,33580160
DBA,2026-04-15,1182587904,1121588
GLD,2026-04-15,155110817792,18556155
