Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-08,74264879104,3416319
IWF,2026-05-08,124668968960,11696998
IWN,2026-05-08,13433325568,786935
EFA,2026-05-08,75608719360,21903409
SCZ,2026-05-08,14390466560,1967883
EEM,2026-05-08,28104833024,39688906
TIP,2026-05-08,14751854592,2433864
SHY,2026-05-08,25083643904,5035982
TLT,2026-05-08,42905042944,34184538
LQD,2026-05-08,30921228288,40648819
HYG,2026-05-08,16952033280,53450559
BWX,2026-05-08,1528758400,800350
EMB,2026-05-08,14508038144,10317693
BIZD,2026-05-08,1622104832,4331337
BKLN,2026-05-08,6758600192,20797395
USO,2026-05-08,1942278400,34771187
DBA,2026-05-08,1248400384,1536075
GLD,2026-05-08,153509937152,11563977
