Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-28,81898684416,2151773
IWF,2026-08-28,121217597440,4732288
IWN,2026-08-28,14290253824,587250
EFA,2026-08-28,77978091520,11770842
SCZ,2026-08-28,13203007488,1477579
EEM,2026-08-28,29159098368,25182493
TIP,2026-08-28,14603292672,1845682
SHY,2026-08-28,25080700928,3400053
TLT,2026-08-28,41543831552,27537709
LQD,2026-08-28,33045540864,28061707
HYG,2026-08-28,17113127936,31646241
EMB,2026-08-28,14607219712,5647268
BIZD,2026-08-28,1567428480,3135979
BKLN,2026-08-28,6743276032,7573941
USO,2026-08-28,1989134080,6118192
DBA,2026-08-28,1208748160,1057301
GLD,2026-08-28,130322653184,8467619
