Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-11,74264879104,3448255
IWF,2026-05-11,124668968960,11540128
IWN,2026-05-11,13433325568,792656
EFA,2026-05-11,75608719360,21880123
SCZ,2026-05-11,14390466560,1976596
EEM,2026-05-11,28104833024,39709808
TIP,2026-05-11,14751854592,2425510
SHY,2026-05-11,25083643904,4977556
TLT,2026-05-11,42905042944,34187766
LQD,2026-05-11,30921228288,40765113
HYG,2026-05-11,16952033280,54079576
BWX,2026-05-11,1528758400,826900
EMB,2026-05-11,14508038144,10302391
BIZD,2026-05-11,1622104832,4372971
BKLN,2026-05-11,6758600192,20716116
USO,2026-05-11,1942278400,35727890
DBA,2026-05-11,1248400384,1588296
GLD,2026-05-11,153509937152,11516036
