Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-14,81898684416,2135893
IWF,2026-08-14,121217597440,4942777
IWN,2026-08-14,14290253824,651459
EFA,2026-08-14,77978091520,12656532
SCZ,2026-08-14,13203007488,1540603
EEM,2026-08-14,29159098368,27664122
TIP,2026-08-14,14603292672,2000556
SHY,2026-08-14,25080700928,3447762
TLT,2026-08-14,41543831552,27595348
LQD,2026-08-14,33045540864,28392719
HYG,2026-08-14,17113127936,32815666
EMB,2026-08-14,14607219712,6087996
BIZD,2026-08-14,1567428480,3184480
BKLN,2026-08-14,6743276032,8192469
USO,2026-08-14,1989134080,6760091
DBA,2026-08-14,1208748160,1064864
GLD,2026-08-14,130322653184,7544450
