Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-09,75561271296,2670504
IWF,2026-06-09,132278181888,7851123
IWN,2026-06-09,13999538176,803666
EFA,2026-06-09,77424812032,17953679
SCZ,2026-06-09,14869699584,1660336
EEM,2026-06-09,30325661696,33327236
TIP,2026-06-09,15087474688,2348014
SHY,2026-06-09,25434476544,4513282
TLT,2026-06-09,42895949824,29601125
LQD,2026-06-09,29782712320,35053690
HYG,2026-06-09,16106322944,47252941
EMB,2026-06-09,14162584576,9284644
BIZD,2026-06-09,1570142976,3980604
BKLN,2026-06-09,7154355712,13198465
USO,2026-06-09,1705716992,28454639
DBA,2026-06-09,1365882880,1818341
GLD,2026-06-09,150367518720,9203093
