Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-17,83947945984,2018925
IWF,2026-09-17,125535297536,4303032
IWN,2026-09-17,14440142848,537153
EFA,2026-09-17,79317098496,10620896
SCZ,2026-09-17,13235450880,1448567
EEM,2026-09-17,31207041024,21603193
TIP,2026-09-17,15010082816,1843903
SHY,2026-09-17,25913065472,3668003
TLT,2026-09-17,47046328320,29410438
LQD,2026-09-17,32042811392,28861888
HYG,2026-09-17,16186192896,32428806
EMB,2026-09-17,14916531200,5830333
BIZD,2026-09-17,1724331136,3133329
BKLN,2026-09-17,6743007744,7696914
USO,2026-09-17,1897174656,5861300
DBA,2026-09-17,1331317504,1185104
GLD,2026-09-17,152861196288,9110950
