Ticker,Date,AUM_USD,AvgVolume
IWD,2026-06-22,75561271296,2349333
IWF,2026-06-22,132278181888,6422572
IWN,2026-06-22,13999538176,787777
EFA,2026-06-22,77424812032,16182645
SCZ,2026-06-22,14869699584,1598858
EEM,2026-06-22,30325661696,32175974
TIP,2026-06-22,15087474688,2204591
SHY,2026-06-22,25434476544,4047838
TLT,2026-06-22,42895949824,26588074
LQD,2026-06-22,29782712320,30283690
HYG,2026-06-22,16106322944,42551029
BWX,2026-06-22,1480568064,511030
EMB,2026-06-22,14162584576,7842466
BIZD,2026-06-22,1570142976,3637529
BKLN,2026-06-22,7154355712,11171172
USO,2026-06-22,1705716992,18735595
DBA,2026-06-22,1365882880,1634524
GLD,2026-06-22,150367518720,8513596
