Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-21,81898684416,2138464
IWF,2026-08-21,121217597440,4713416
IWN,2026-08-21,14290253824,605493
EFA,2026-08-21,77978091520,12222067
SCZ,2026-08-21,13203007488,1516316
EEM,2026-08-21,29159098368,26309001
TIP,2026-08-21,14603292672,1876959
SHY,2026-08-21,25080700928,3344046
TLT,2026-08-21,41543831552,27549224
LQD,2026-08-21,33045540864,27995829
HYG,2026-08-21,17113127936,31487750
EMB,2026-08-21,14607219712,5679029
BIZD,2026-08-21,1567428480,3138512
BKLN,2026-08-21,6743276032,7731246
USO,2026-08-21,1989134080,6415069
DBA,2026-08-21,1208748160,1018485
GLD,2026-08-21,130322653184,7984637
