Ticker,Date,AUM_USD,AvgVolume
IWD,2026-09-08,83947945984,2134520
IWF,2026-09-08,125535297536,4601995
IWN,2026-09-08,14440142848,565254
EFA,2026-09-08,79317098496,11328812
SCZ,2026-09-08,13235450880,1382853
EEM,2026-09-08,31207041024,23729716
TIP,2026-09-08,15010082816,1826138
SHY,2026-09-08,25913065472,3534201
TLT,2026-09-08,47046328320,27892158
LQD,2026-09-08,32042811392,28564909
HYG,2026-09-08,16186192896,31900498
EMB,2026-09-08,14916531200,5685251
BIZD,2026-09-08,1724331136,3140433
BKLN,2026-09-08,6743007744,7504962
USO,2026-09-08,1897174656,5985838
DBA,2026-09-08,1331317504,1120787
GLD,2026-09-08,152861196288,9198185
