Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-28,79741509632,2270909
IWF,2026-07-28,128899137536,5409444
IWN,2026-07-28,14527014912,667693
EFA,2026-07-28,77217693696,13521545
SCZ,2026-07-28,14441042944,1531411
EEM,2026-07-28,30315917312,28147160
TIP,2026-07-28,14696782848,1906962
SHY,2026-07-28,25358272512,3355467
TLT,2026-07-28,41099935744,24869672
LQD,2026-07-28,33113137152,27804252
HYG,2026-07-28,17626118144,34141690
BWX,2026-07-28,1346083200,554432
EMB,2026-07-28,14615079936,6268655
BIZD,2026-07-28,1631495808,3300637
BKLN,2026-07-28,7145859584,8945342
USO,2026-07-28,1880301184,7576409
DBA,2026-07-28,1152282112,1301650
GLD,2026-07-28,130053275648,6906775
