Ticker,Date,AUM_USD,AvgVolume
IWD,2026-07-20,79741509632,2191095
IWF,2026-07-20,128899137536,5330759
IWN,2026-07-20,14527014912,686695
EFA,2026-07-20,77217693696,13667549
SCZ,2026-07-20,14441042944,1532672
EEM,2026-07-20,30315917312,28633403
TIP,2026-07-20,14696782848,1896681
SHY,2026-07-20,25358272512,3376872
TLT,2026-07-20,41099935744,24673396
LQD,2026-07-20,33113137152,27266181
HYG,2026-07-20,17626118144,34730613
BWX,2026-07-20,1346083200,561904
EMB,2026-07-20,14615079936,6425183
BIZD,2026-07-20,1631495808,3332939
BKLN,2026-07-20,7145859584,9109068
USO,2026-07-20,1880301184,8181516
DBA,2026-07-20,1152282112,1391824
GLD,2026-07-20,130053275648,6987365
