Ticker,Date,AUM_USD,AvgVolume
IWD,2026-05-29,74264879104,3018011
IWF,2026-05-29,124668968960,9287272
IWN,2026-05-29,13433325568,806161
EFA,2026-05-29,75608719360,20274140
SCZ,2026-05-29,14390466560,1868991
EEM,2026-05-29,28104833024,37316337
TIP,2026-05-29,14751854592,2458458
SHY,2026-05-29,25083643904,4780616
TLT,2026-05-29,42905042944,32503198
LQD,2026-05-29,30921228288,38484359
HYG,2026-05-29,16952033280,52573859
BWX,2026-05-29,1528758400,788814
EMB,2026-05-29,14508038144,10264245
BIZD,2026-05-29,1622104832,4105838
BKLN,2026-05-29,6758600192,16450196
USO,2026-05-29,1942278400,34382974
DBA,2026-05-29,1248400384,1771520
GLD,2026-05-29,153509937152,9942064
