Ticker,Date,AUM_USD,AvgVolume
IWD,2026-08-03,79741509632,2178666
IWF,2026-08-03,128899137536,5284235
IWN,2026-08-03,14527014912,666109
EFA,2026-08-03,77217693696,13411966
SCZ,2026-08-03,14441042944,1517029
EEM,2026-08-03,30315917312,28644700
TIP,2026-08-03,14696782848,1971837
SHY,2026-08-03,25358272512,3338204
TLT,2026-08-03,41099935744,25737606
LQD,2026-08-03,33113137152,27963270
HYG,2026-08-03,17626118144,33651493
BWX,2026-08-03,1346083200,541827
EMB,2026-08-03,14615079936,6215475
BIZD,2026-08-03,1631495808,3315740
BKLN,2026-08-03,7145859584,8513729
USO,2026-08-03,1880301184,7229701
DBA,2026-08-03,1152282112,1233093
GLD,2026-08-03,130053275648,6959698
