Ticker,Date,AUM_USD,AvgVolume
IWD,2025-12-18,68237467648,3951888
IWF,2025-12-18,125539360768,1538023
IWN,2025-12-18,11834733568,707653
IWO,2025-12-18,13225291776,435065
EFA,2025-12-18,68552839168,16538752
SCZ,2025-12-18,12447486976,1323633
EEM,2025-12-18,20580734976,26463993
TIP,2025-12-18,14671910912,2947426
SHY,2025-12-18,23862462464,4092836
TLT,2025-12-18,49704599552,32033531
LQD,2025-12-18,33165789184,33089753
HYG,2025-12-18,18392985600,42979815
BWX,2025-12-18,1330051968,438325
EMB,2025-12-18,15672589312,7206988
BIZD,2025-12-18,1563581440,2928112
BKLN,2025-12-18,6389860864,9558650
RWR,2025-12-18,1711217920,403430
USO,2025-12-18,925906176,5400852
DBA,2025-12-18,745886144,203560
DBB,2025-12-18,142221984,114795
GLD,2025-12-18,140826689536,15854246
