Ticker,Date,AUM_USD,AvgVolume
IWD,2026-04-14,69788860416,3921358
IWF,2026-04-14,111773540352,3340613
IWN,2026-04-14,12460733440,833523
IWO,2026-04-14,12166946816,508175
EFA,2026-04-14,71451205632,24251591
SCZ,2026-04-14,13434171392,1993920
EEM,2026-04-14,24905633792,45784930
TIP,2026-04-14,13898044416,2851020
SHY,2026-04-14,24748150784,5558221
TLT,2026-04-14,42618560512,40242205
LQD,2026-04-14,28883736576,42697956
HYG,2026-04-14,16378809344,54132731
BWX,2026-04-14,1499591552,1091658
EMB,2026-04-14,14120442880,11495233
BIZD,2026-04-14,1460942464,4056951
BKLN,2026-04-14,6260340224,24024608
USO,2026-04-14,2644515072,33417543
DBA,2026-04-14,1182587904,1099045
GLD,2026-04-14,155110817792,18648125
